Time [s], Analyzer Name, Decoded Protocol Result
0.072120000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072128000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072136000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072144000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072152000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072160000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072168000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072176000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.072184000000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073316000000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073324000000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073359250000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073367250000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073399250000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073407250000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073439000000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073447000000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073478750000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073486750000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073523750000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073531750000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073574500000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073582500000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073614500000000,SPI,MOSI: 0x00;  MISO: 0x21
0.073622500000000,SPI,MOSI: 0x00;  MISO: 0xF2
0.073655500000000,SPI,MOSI: 0x00;  MISO: 0x47
0.073663500000000,SPI,MOSI: 0x00;  MISO: 0xA1
0.073671500000000,SPI,MOSI: 0x00;  MISO: 0xCF
0.073679500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073687500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073695500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073703500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073711500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073719500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073727500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073735500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073743500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073751500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073759500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073767500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073775500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073783500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073791500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073799500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073807500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073815500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073823500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073831500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073839500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073847500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073855500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073863500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073871500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073879500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073887500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073895500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073903500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073911500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073919500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073927500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073935500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073943500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073951500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073959500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073967500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073975500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073983500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073991500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.073999500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074007500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074015500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074023500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074031500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074039500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074047500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074055500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074063500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074071500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074079500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074087500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074095500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074103500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074111500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074119500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074127500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074135500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074143500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074151500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074159500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074167500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074175500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074183500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074191500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074199500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074207500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074215500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074223500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074231500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074239500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074247500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.074255500000000,SPI,MOSI: 0x00;  MISO: 0x00
0.075716500000000,SPI,MOSI: 0x00;  MISO: 0x21
